seed,case,series,x_value,num_goods,num_bidders,scenario,arm,efficiency,efficiency_pct,initial_efficiency,efficiency_gain_from_initial_pct,true_welfare,full_info_welfare,welfare_loss,revenue,full_info_revenue,revenue_difference,revenue_difference_pct,revenue_loss,revenue_absolute_percentage_error,payment_error_over_optimum_welfare,initial_revenue_loss,revenue_loss_improvement_from_initial,surplus,value_queries,demand_queries,nl_queries,person_queries,person_tokens_in,person_tokens_out,person_tokens_total,shared_proxy_tokens_in,shared_proxy_tokens_out,candidate_bundles_generated,candidate_bundles_sent_to_pv,candidate_bundles_truncated,pv_calibration_family,pv_calibration_scale,pv_calibration_size_gamma,pv_calibration_size_threshold,pv_calibration_budget_cap,pv_calibration_config_hash
0,bidders_8x5,bidders,5,8,5,pc_build_8x5_from_spec,proxy sealed,1.0,100.0,1.0,0.0,7215.0,7215.0,0.0,3193.7960000000003,4056.0,-862.2039999999997,-21.25749506903352,0.21257495069033525,0.21257495069033525,0.11950159390159386,0.2504566074950691,0.03788165680473385,4021.2039999999997,16,0,0,16,4689,1769,6458,26556,5940,507,507,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
1,bidders_8x5,bidders,5,8,5,pc_build_8x5_from_spec,proxy sealed,0.9305151915455746,93.05151915455745,0.9305151915455746,0.0,7044.0,7570.0,526.0,3743.282000000001,4980.5,-1237.217999999999,-24.841240839273144,0.24841240839273143,0.24841240839273143,0.5432287978863937,0.10808995080815154,-0.1403224575845799,3300.717999999999,12,0,0,12,4787,2641,7428,29824,6273,707,707,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
2,bidders_8x5,bidders,5,8,5,pc_build_8x5_from_spec,proxy sealed,0.8445130131473034,84.45130131473034,0.8638314998658438,-1.9318486718540417,6295.0,7454.0,1159.0,4725.456,3715.0,1010.4560000000001,27.199353970390312,-0.2719935397039031,0.2719935397039031,0.28642125033539045,-0.33477469717362024,-0.06278115746971713,1569.5439999999999,55,0,0,55,4562,2845,7407,27451,5676,379,379,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
3,bidders_8x5,bidders,5,8,5,pc_build_8x5_from_spec,proxy sealed,0.9858934169278997,98.58934169278997,0.9592476489028213,2.6645768025078342,6290.0,6380.0,90.0,3371.678,4498.0,-1126.3220000000001,-25.04050689195198,0.2504050689195198,0.2504050689195198,0.21258965517241382,0.2289617607825699,-0.02144330813694989,2918.322,14,0,0,14,4691,2617,7308,32456,6719,451,451,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
4,bidders_8x5,bidders,5,8,5,pc_build_8x5_from_spec,proxy sealed,0.9144280442804428,91.44280442804428,0.6812546125461255,23.317343173431727,9912.4,10840.0,927.6000000000004,6951.083999999999,6029.799999999999,921.2839999999997,15.278848386347802,-0.15278848386347801,0.15278848386347801,0.46321808118081176,-0.2678105409798004,-0.11502205711632238,2961.3160000000007,12,0,0,12,4475,2190,6665,36771,7686,587,587,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
0,bidders_8x6,bidders,6,8,6,pc_build_8x6_from_spec,proxy sealed,1.0,100.0,1.0,0.0,7215.0,7215.0,0.0,3205.01,4056.0,-850.9899999999998,-20.981015779092694,0.20981015779092696,0.20981015779092696,0.11794733194733192,0.20315532544378712,-0.006654832347139844,4009.99,21,0,0,21,5597,2405,8002,33352,7198,634,634,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
1,bidders_8x6,bidders,6,8,6,pc_build_8x6_from_spec,proxy sealed,0.9305151915455746,93.05151915455745,0.9305151915455746,0.0,7044.0,7570.0,526.0,3743.282000000001,4980.5,-1237.217999999999,-24.841240839273144,0.24841240839273143,0.24841240839273143,0.5432287978863937,0.10808995080815154,-0.1403224575845799,3300.717999999999,12,0,0,12,5685,2921,8606,31628,6579,730,730,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
2,bidders_8x6,bidders,6,8,6,pc_build_8x6_from_spec,proxy sealed,1.0,100.0,0.8568211920529801,14.317880794701987,7550.0,7550.0,0.0,4909.713999999999,4343.0,566.713999999999,13.048906285977413,-0.13048906285977413,0.13048906285977413,0.1833634437086092,-0.17234860695371867,-0.041859544093944545,2640.286000000001,49,0,0,49,5480,3952,9432,32370,6754,442,442,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
3,bidders_8x6,bidders,6,8,6,pc_build_8x6_from_spec,proxy sealed,0.8438871473354232,84.38871473354233,0.8297805642633229,1.4106583072100332,5384.0,6380.0,996.0,3310.568000000001,4498.0,-1187.4319999999989,-26.399110715873697,0.26399110715873697,0.26399110715873697,0.4080614420062694,0.2092756780791458,-0.05471542907959118,2073.431999999999,15,0,0,15,5656,3201,8857,46075,9246,706,706,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
4,bidders_8x6,bidders,6,8,6,pc_build_8x6_from_spec,proxy sealed,0.915830258302583,91.58302583025831,0.6812546125461255,23.45756457564575,9927.6,10840.0,912.3999999999996,6935.883999999998,6049.799999999999,886.0839999999989,14.646500710767283,-0.14646500710767282,0.14646500710767282,0.459970848708487,-0.26361929319977523,-0.1171542860921024,2991.716000000002,11,0,0,11,5356,2281,7637,39611,8125,598,598,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
0,bidders_8x7,bidders,7,8,7,pc_build_8x7_from_spec,proxy sealed,1.0,100.0,1.0,0.0,7215.0,7215.0,0.0,3205.01,4056.0,-850.9899999999998,-20.981015779092694,0.20981015779092696,0.20981015779092696,0.11794733194733192,0.20315532544378712,-0.006654832347139844,4009.99,21,0,0,21,6457,2658,9115,35110,7513,649,649,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
1,bidders_8x7,bidders,7,8,7,pc_build_8x7_from_spec,proxy sealed,0.9331571994715984,93.31571994715983,0.9173051519154557,1.5852047556142668,7064.0,7570.0,506.0,3972.8536000000004,4980.5,-1007.6463999999996,-20.231832145366923,0.20231832145366924,0.20231832145366924,0.6437386525759577,0.10808995080815136,-0.09422837064551788,3091.1463999999996,7,0,0,7,6580,3510,10090,35842,7400,793,793,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
2,bidders_8x7,bidders,7,8,7,pc_build_8x7_from_spec,proxy sealed,0.8894039735099337,88.94039735099338,0.8475496688741722,4.185430463576156,6715.0,7550.0,835.0,5238.223999999999,4343.0,895.2239999999993,20.613032466037282,-0.20613032466037284,0.20613032466037284,0.4936127152317882,-0.1723486069537193,0.03378171770665353,1476.7760000000007,54,0,0,54,6372,4203,10575,35239,7262,453,453,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
3,bidders_8x7,bidders,7,8,7,pc_build_8x7_from_spec,proxy sealed,1.0,100.0,0.8726708074534162,12.73291925465838,6440.0,6440.0,0.0,4314.914,5364.0,-1049.0860000000002,-19.55790454884415,0.19557904548844152,0.19557904548844152,0.1629015527950311,0.2874120059656973,0.09183296047725581,2125.0860000000002,17,0,0,17,6592,3559,10151,52369,10463,801,801,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
4,bidders_8x7,bidders,7,8,7,pc_build_8x7_from_spec,proxy sealed,0.9144280442804428,91.44280442804428,0.6812546125461255,23.317343173431727,9912.4,10840.0,927.6000000000004,7269.608,6134.799999999999,1134.808000000001,18.497880941514,-0.18497880941514003,0.18497880941514003,0.4829158671586717,-0.24611136467366504,-0.06113255525852501,2642.7919999999995,12,0,0,12,6196,2855,9051,42896,8627,629,629,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
0,bidders_8x9,bidders,9,8,9,pc_build_8x9_from_spec,proxy sealed,1.0,100.0,0.9618788291354663,3.8121170864533704,7345.0,7345.0,0.0,3934.4300000000003,5224.0,-1289.5699999999997,-24.6854900459418,0.24685490045941802,0.24685490045941802,0.17557113682777395,0.3135156967840734,0.06666079632465541,3410.5699999999997,15,0,0,15,8316,3481,11797,38683,8391,719,719,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
1,bidders_8x9,bidders,9,8,9,pc_build_8x9_from_spec,proxy sealed,0.9962168978562421,99.62168978562421,0.9349306431273644,6.128625472887772,7900.0,7930.0,30.0,5858.027999999999,7084.0,-1225.9720000000007,-17.306211180124233,0.17306211180124234,0.17306211180124234,0.21415233291298866,0.32084867306606424,0.1477865612648219,2041.9720000000007,19,0,0,19,8445,4393,12838,46341,9434,999,999,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
2,bidders_8x9,bidders,9,8,9,pc_build_8x9_from_spec,proxy sealed,0.8734272300469483,87.34272300469483,0.7770892018779343,9.633802816901404,9302.0,10650.0,1348.0,6560.246,6088.0,472.2460000000001,7.756997371879107,-0.07756997371879108,0.07756997371879108,0.5489432863849766,-0.22093101182654362,-0.14336103810775253,2741.754,65,0,0,65,8709,5394,14103,54747,11123,803,803,0,uniform,1.4758,1.0,3,True,b07d2ebfe7863cda0771ca454a5836212cfe20b06910092f003dc1509a98ca0e
