seed,case,series,x_value,num_goods,num_bidders,initial_efficiency,sealed_efficiency,clock_efficiency,sealed_efficiency_gain,clock_efficiency_gain,clock_minus_sealed_efficiency,sealed_value_queries,clock_value_queries,sealed_rounds,clock_rounds,sealed_payment_error_over_optimum_welfare,clock_payment_error_over_optimum_welfare,sealed_revenue_error_over_optimum_welfare,clock_revenue_error_over_optimum_welfare,sealed_revenue_loss,clock_revenue_loss,sealed_allocation_match,clock_allocation_match,sealed_termination_reason,clock_termination_reason,clock_failure_classification,clock_best_efficiency,clock_final_minus_best_welfare
2,goods_7x8,goods,7,7,8,0.9823529411764705,0.9991596638655462,0.9991596638655462,0.01680672268907568,0.01680672268907568,0.0,24,15,10,30,0.3947243697478992,0.29315098039215676,0.0125585434173669,0.18390728291316513,0.01648915042294955,0.24146708348657578,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9991596638655462,0.0
2,goods_9x8,goods,9,9,8,0.8407268170426065,0.9962406015037594,0.8665413533834586,0.15551378446115283,0.025814536340852068,-0.12969924812030076,80,47,29,30,0.24270852130325807,0.3338912280701753,0.14496416040100243,0.10388521303258133,0.19547380871916178,0.14008178438661692,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.8665413533834586,0.0
2,joint_10x10,joint,10,10,10,0.6297145328719723,0.8505190311418686,0.826946366782007,0.22080449826989623,0.19723183391003463,-0.023572664359861606,23,11,7,57,0.583137716262976,0.6573942906574395,0.179736678200692,0.21058217993079584,0.22117905045773892,0.259136682989142,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.826946366782007,0.0
2,joint_4x4,joint,4,4,4,0.7997032640949555,0.9540059347181009,0.9851632047477745,0.1543026706231454,0.185459940652819,0.03115727002967361,12,8,5,31,0.15578635014836795,0.0973483679525222,0.001483679525222552,0.02728071216617215,0.0020491803278688526,0.03767868852459023,False,False,no_eligible_refinements,no_excess_demand,unknown,0.9851632047477745,0.0
2,joint_5x5,joint,5,5,5,0.9590316573556797,1.0,1.0,0.040968342644320255,0.040968342644320255,0.0,18,16,5,34,0.06085437616387312,0.010242085661080074,0.04037020484171297,0.010242085661080074,-0.08165273069679799,0.02071563088512241,True,True,no_eligible_refinements,no_excess_demand,no_failure_global,1.0,0.0
2,joint_6x6,joint,6,6,6,0.8820033955857386,1.0,0.9830220713073005,0.11799660441426141,0.10101867572156187,-0.01697792869269954,18,16,7,28,0.11142886247877755,0.1980366723259762,0.05835042444821735,0.05372427843803051,-0.10093509544787084,-0.09293274596182076,True,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.9830220713073005,0.0
2,joint_7x7,joint,7,7,7,0.9865546218487395,0.9865546218487395,0.9865546218487395,0.0,0.0,0.0,34,19,11,30,0.41679915966386566,0.4346826330532213,0.034726330532213,0.05260980392156863,-0.06132723225327747,-0.09290972050457581,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9865546218487395,0.0
2,joint_9x9,joint,9,9,9,0.9042418772563177,0.9624548736462094,0.9042418772563177,0.05821299638989175,0.0,-0.05821299638989175,23,3,8,61,0.24567851985559555,0.28677310469314077,0.10057599277978352,0.07071967509025276,0.17778908742820698,0.12501180599872375,False,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.9042418772563177,0.0
3,anchor_8x8,anchor,8,8,8,0.7521739130434782,0.9866459627329193,0.8726708074534162,0.23447204968944102,0.12049689440993794,-0.11397515527950308,19,5,4,31,0.4219745341614906,0.9546385093167701,0.20173850931677018,0.24250807453416157,0.24220656226696494,0.2911543624161075,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.8726708074534162,0.0
3,bidders_8x10,bidders,10,8,10,0.7381987577639751,0.9866459627329193,0.9642857142857143,0.24844720496894412,0.22608695652173916,-0.022360248447204967,23,7,6,31,0.4268754658385092,0.28142732919254654,0.19270527950310573,0.14926521739130436,0.23136129753915005,0.17920730797912007,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9642857142857143,0.0
3,bidders_8x4,bidders,4,8,4,0.8297805642633229,0.8438871473354232,0.9858934169278997,0.014106583072100332,0.15611285266457675,0.14200626959247642,20,6,9,28,0.3800357366771161,0.16294200626959243,0.2088614420062696,0.12689184952978053,0.2962507781236105,0.17998443752779006,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9858934169278997,0.0
3,bidders_8x5,bidders,5,8,5,0.9592476489028213,0.9858934169278997,0.9858934169278997,0.026645768025078342,0.026645768025078342,0.0,14,5,5,28,0.21258965517241382,0.16079467084639495,0.1765394984326019,0.12474451410658305,0.2504050689195198,0.17693863939528676,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9858934169278997,0.0
3,bidders_8x6,bidders,6,8,6,0.8297805642633229,0.8438871473354232,0.9442006269592477,0.014106583072100332,0.11442006269592475,0.10031347962382442,15,6,5,28,0.4080614420062694,0.39522037617554834,0.1861178683385578,0.09450877742946699,0.26399110715873697,0.13405202312138717,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9442006269592477,0.0
3,bidders_8x7,bidders,7,8,7,0.8726708074534162,1.0,0.9354037267080745,0.1273291925465838,0.06273291925465829,-0.06459627329192552,17,6,5,28,0.1629015527950311,0.5237186335403725,0.1629015527950311,0.22580869565217385,0.19557904548844152,0.27110514541387015,True,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.9354037267080745,0.0
3,bidders_8x9,bidders,9,8,9,0.7521739130434782,0.9866459627329193,0.9642857142857143,0.23447204968944102,0.21211180124223605,-0.022360248447204967,20,7,5,31,0.4219745341614906,0.28142732919254654,0.20173850931677018,0.14926521739130436,0.24220656226696494,0.17920730797912007,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9642857142857143,0.0
3,goods_10x8,goods,10,10,8,0.554644495412844,0.8130733944954128,0.825,0.25842889908256883,0.27035550458715596,0.011926605504587129,38,33,17,28,0.5044334862385321,0.5130263761467891,0.17634633027522933,0.20739151376146775,0.24277549731607195,0.2855153141774548,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.825,0.0
3,goods_4x8,goods,4,4,8,0.8665279429250892,0.977705112960761,0.977705112960761,0.11117717003567185,0.11117717003567185,0.0,16,9,5,18,0.31880796670630207,0.30870095124851377,0.06672711058263979,0.07683412604042814,0.08147731397459175,0.09381851179673331,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.977705112960761,0.0
3,goods_5x8,goods,5,5,8,0.8883601756954612,1.0,1.0,0.11163982430453878,0.11163982430453878,0.0,12,7,4,37,0.07775256222547587,0.21467606149341145,0.07775256222547587,0.21467606149341145,0.09644494892167994,0.26628603859250854,True,True,no_eligible_refinements,no_excess_demand,no_failure_global,1.0,0.0
3,goods_6x8,goods,6,6,8,0.9227102485529451,0.9363295880149812,0.9863806605379639,0.013619339462036084,0.06367041198501877,0.05005107252298269,15,13,3,40,0.3834719101123596,0.2573561457269323,0.20257711950970364,0.156859039836568,0.2481622523461938,0.19215641293013563,False,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.9863806605379639,0.0
3,goods_7x8,goods,7,7,8,0.9688925081433225,0.9859934853420196,0.9688925081433225,0.017100977198697076,0.0,-0.017100977198697076,16,5,6,30,0.4261397394136807,0.5302172638436483,0.19405570032573297,0.2775657980456026,0.2311800543267366,0.3306662786185487,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9688925081433225,0.0
3,goods_9x8,goods,9,9,8,0.9299191374663073,0.9973045822102425,0.9501347708894878,0.06738544474393526,0.020215633423180557,-0.047169811320754707,18,11,9,27,0.28560215633423175,0.4461824797843666,0.22091212938005386,0.24490485175202162,0.2637862890247827,0.29243546829739303,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9501347708894878,0.0
3,joint_10x10,joint,10,10,10,0.6444954128440367,0.7656536697247707,0.7442660550458715,0.121158256880734,0.09977064220183485,-0.02138761467889916,50,22,18,28,0.6168337155963303,0.6703857798165138,0.23942775229357802,0.21988669724770635,0.32961951373539633,0.3027173981686137,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.7442660550458715,0.0
3,joint_4x4,joint,4,4,4,0.9661117717003567,0.9928656361474435,1.0,0.026753864447086828,0.03388822829964333,0.007134363852556502,13,9,5,16,0.13525564803804993,0.18232164090368608,0.04310344827586207,0.06738109393579075,0.06159728122344945,0.09629141886151235,False,True,no_eligible_refinements,no_excess_demand,no_failure_global,1.0,0.0
3,joint_5x5,joint,5,5,5,0.8883601756954612,1.0,1.0,0.11163982430453878,0.11163982430453878,0.0,10,10,3,31,0.09417532942898976,0.24528147877013173,0.09417532942898976,0.24528147877013173,0.1385498115239634,0.3608556812062466,True,True,no_eligible_refinements,no_excess_demand,no_failure_global,1.0,0.0
